Idx RGB_file Qw Qx Qy Qz Tx Ty Tz
551 rgb/1311868183.500255.png 0.600059 -0.000972379 -0.693549 -0.398646 1.43019 -1.08554 1.67628
561 rgb/1311868183.836230.png 0.583876 -0.0336011 -0.707332 -0.397041 1.32165 -1.11535 1.69976
571 rgb/1311868184.169015.png 0.591297 -0.0198228 -0.707147 -0.387191 1.20665 -1.15515 1.69573
582 rgb/1311868184.536326.png 0.587416 -0.0129967 -0.714914 -0.379041 1.1067 -1.17749 1.72207
591 rgb/1311868184.836324.png 0.544786 -0.00403679 -0.748599 -0.377878 1.0092 -1.21737 1.7545
600 rgb/1311868185.136538.png 0.510911 0.0111015 -0.768104 -0.385827 0.923071 -1.25781 1.78447
608 rgb/1311868185.401199.png 0.502351 0.0139864 -0.780866 -0.371075 0.849326 -1.27955 1.80213
616 rgb/1311868185.668624.png 0.514788 0.0396585 -0.778679 -0.356483 0.793727 -1.29085 1.80835
620 rgb/1311868185.800441.png 0.521842 0.0394429 -0.780949 -0.340947 0.773235 -1.29364 1.81396
623 rgb/1311868185.900384.png 0.516881 0.0300074 -0.784547 -0.341203 0.758662 -1.29237 1.81923
626 rgb/1311868186.000413.png 0.507098 0.0282485 -0.787503 -0.349131 0.736973 -1.2961 1.82285
631 rgb/1311868186.168524.png -0.484441 -0.0269518 0.795774 0.362402 0.709669 -1.30136 1.84174
642 rgb/1311868186.537052.png -0.415325 -0.00564091 0.821736 0.390159 0.677475 -1.304 1.90605
660 rgb/1311868187.136587.png -0.398799 0.0148179 0.822285 0.405693 0.755823 -1.33335 1.98081
670 rgb/1311868187.468568.png -0.411895 0.0159404 0.802515 0.431344 0.81848 -1.35267 2.03226
684 rgb/1311868187.936595.png -0.403304 0.0193825 0.803018 0.43833 0.843323 -1.39551 2.12307
692 rgb/1311868188.200610.png -0.364554 0.0322577 0.815195 0.448906 0.824893 -1.41607 2.21831
702 rgb/1311868188.537539.png -0.332483 0.0372866 0.81069 0.480464 0.817366 -1.39507 2.32655
715 rgb/1311868188.968696.png -0.322376 0.0732999 0.802857 0.496106 0.911754 -1.4098 2.4166
728 rgb/1311868189.400547.png -0.338082 0.076715 0.777216 0.52512 1.0247 -1.44245 2.48199
751 rgb/1311868190.168751.png -0.352103 0.0820979 0.763613 0.534957 1.05818 -1.51303 2.65953
813 rgb/1311868192.240525.png -0.377518 0.0737368 0.758894 0.525474 0.953497 -1.61527 2.83737
857 rgb/1311868193.710143.png -0.293217 0.0486441 0.806551 0.511011 0.755121 -1.62522 2.69583
909 rgb/1311868195.441781.png -0.29605 0.0355519 0.832997 0.466054 0.647537 -1.76001 2.71726
938 rgb/1311868196.410126.png -0.362246 0.0514316 0.788482 0.494397 0.723608 -1.79904 2.87984
961 rgb/1311868197.169013.png -0.388929 0.075042 0.762332 0.511813 0.750135 -1.85092 3.01534
984 rgb/1311868197.937196.png -0.345087 0.0873773 0.750216 0.557186 0.707537 -1.91882 3.14671
1028 rgb/1311868199.405159.png -0.320318 0.0890771 0.749041 0.573061 0.499835 -1.90075 3.18663
1053 rgb/1311868200.237169.png -0.228787 0.0773335 0.774127 0.585152 0.365054 -1.92751 3.22975
1085 rgb/1311868201.305293.png -0.183545 0.0849521 0.779263 0.593164 0.21275 -1.97783 3.34488
1129 rgb/1311868202.773447.png -0.144697 0.0597402 0.772901 0.614912 0.00591252 -1.96647 3.3737
1154 rgb/1311868203.673562.png -0.0673692 0.0614657 0.813267 0.5747 -0.0803914 -2.0282 3.25978
1181 rgb/1311868204.637637.png 0.00819327 0.0450166 0.808408 0.586841 -0.269128 -2.12461 3.10638
1206 rgb/1311868205.573643.png 0.0183708 0.0500006 0.837507 0.543823 -0.368575 -2.23374 3.01552
1265 rgb/1311868207.873905.png 0.0447978 0.0209643 0.837022 0.54493 -0.549224 -2.11127 3.10582
1291 rgb/1311868209.073793.png 0.0410902 0.0186696 0.804086 0.592797 -0.684197 -1.99905 3.26298
1353 rgb/1311868211.505937.png 0.117689 0.0187464 0.793465 0.596834 -0.931487 -1.7737 3.24689
1406 rgb/1311868213.274014.png 0.119947 0.0111926 0.801967 0.585096 -1.20971 -1.71813 3.23756
1449 rgb/1311868214.706198.png 0.202832 0.0319005 0.807171 0.553458 -1.34944 -1.61078 3.10712
1477 rgb/1311868215.642404.png 0.28893 0.00369448 0.807511 0.514229 -1.4057 -1.63225 3.02888
1502 rgb/1311868216.474357.png 0.313644 0.00956075 0.812126 0.491922 -1.39369 -1.71566 2.95246
1520 rgb/1311868217.074615.png 0.306396 0.017915 0.824003 0.476256 -1.4186 -1.75886 2.89829
1579 rgb/1311868219.042799.png 0.321602 0.0147561 0.837019 0.442441 -1.45901 -1.6697 2.9144
1591 rgb/1311868219.442491.png 0.329746 0.0285836 0.829575 0.449729 -1.49496 -1.57087 2.95071
1605 rgb/1311868219.910641.png 0.360984 0.04864 0.806844 0.46511 -1.51281 -1.48035 2.99313
1621 rgb/1311868220.442609.png 0.389177 0.0446677 0.782155 0.48454 -1.53254 -1.4029 3.05775
1654 rgb/1311868221.543040.png 0.402052 0.0222609 0.762345 0.506644 -1.61951 -1.33238 3.11746
1708 rgb/1311868223.343366.png 0.431461 0.0154254 0.745955 0.507104 -1.72045 -1.24881 2.99978
1752 rgb/1311868224.812285.png 0.469215 0.0225372 0.739192 0.482623 -1.87213 -1.17966 2.88645
1795 rgb/1311868226.247306.png 0.505774 0.0147233 0.725443 0.466593 -2.02496 -1.11014 2.79911
1818 rgb/1311868227.010946.png 0.50692 0.0216343 0.728131 0.460858 -2.06577 -1.0689 2.65877
1836 rgb/1311868227.610890.png 0.530831 0.0323004 0.721605 0.44324 -2.07266 -1.03462 2.53655
1859 rgb/1311868228.378967.png 0.614349 0.0180701 0.676441 0.405804 -2.14063 -0.99086 2.41903
1879 rgb/1311868229.044504.png 0.629269 0.00214251 0.669231 0.395152 -2.22228 -0.947477 2.32013
1897 rgb/1311868229.647479.png 0.622364 -0.00252302 0.665746 0.411629 -2.17129 -0.965618 2.22797
1910 rgb/1311868230.083190.png 0.622828 0.000313059 0.662388 0.416327 -2.07763 -1.01377 2.1431
1918 rgb/1311868230.343265.png 0.613501 -0.00325787 0.673554 0.412226 -2.03231 -1.0414 2.0973
1927 rgb/1311868230.643420.png 0.599191 0.0135032 0.669213 0.439251 -1.97764 -1.05451 2.03352
1934 rgb/1311868230.884514.png 0.605438 0.0169429 0.677108 0.417951 -1.96476 -1.06672 1.99315
1940 rgb/1311868231.083967.png 0.609158 -9.07046e-05 0.683623 0.401977 -1.93184 -1.06976 1.95105
1948 rgb/1311868231.343237.png 0.611914 -0.0392712 0.678542 0.404475 -1.91196 -1.08629 1.9111
1960 rgb/1311868231.743341.png 0.611 -0.0581402 0.6791 0.402643 -1.83783 -1.12442 1.87083
1970 rgb/1311868232.084470.png 0.614009 -0.0685327 0.672884 0.406845 -1.78615 -1.17833 1.85516
1981 rgb/1311868232.443259.png 0.609832 -0.0667749 0.67172 0.415256 -1.7231 -1.22449 1.84058
2001 rgb/1311868233.111321.png 0.615543 -0.0508779 0.680803 0.393734 -1.67109 -1.29124 1.84811
2025 rgb/1311868233.911537.png 0.646379 -0.0337266 0.663431 0.375386 -1.76655 -1.20858 1.80993
2034 rgb/1311868234.211483.png 0.653041 -0.035647 0.665775 0.359181 -1.83113 -1.1753 1.7714
2042 rgb/1311868234.479529.png 0.670938 -0.0385514 0.661716 0.332397 -1.90328 -1.14392 1.75312
2050 rgb/1311868234.743637.png 0.675639 -0.0423671 0.658577 0.328623 -1.96847 -1.10336 1.73254
2059 rgb/1311868235.043680.png 0.680463 -0.0456915 0.653124 0.329107 -2.03285 -1.05711 1.71001
2068 rgb/1311868235.343699.png 0.679306 -0.0415418 0.649929 0.338246 -2.08193 -1.00279 1.68436
2078 rgb/1311868235.679690.png 0.667497 -0.0345413 0.665946 0.331315 -2.10861 -0.942239 1.6551
2089 rgb/1311868236.043684.png 0.678331 -0.0292694 0.656598 0.328465 -2.12377 -0.881069 1.62596
2099 rgb/1311868236.379539.png 0.699782 -0.0353394 0.635467 0.324403 -2.11972 -0.82905 1.58693
2111 rgb/1311868236.779605.png 0.715181 -0.0197844 0.623849 0.314543 -2.11675 -0.771369 1.55418
2120 rgb/1311868237.079739.png 0.727581 -0.0111171 0.608494 0.316602 -2.12786 -0.723181 1.53493
2129 rgb/1311868237.379984.png 0.744126 -0.000977513 0.59276 0.308078 -2.14473 -0.672442 1.48917
2136 rgb/1311868237.611575.png 0.759806 -0.0154365 0.579591 0.294162 -2.15892 -0.635711 1.43173
2144 rgb/1311868237.879660.png 0.77831 -0.0244182 0.56269 0.27752 -2.18866 -0.593698 1.3696
2153 rgb/1311868238.179768.png 0.788205 -0.027071 0.546278 0.2821 -2.21681 -0.538529 1.30545
2169 rgb/1311868238.711811.png 0.791055 -0.0309306 0.541662 0.282627 -2.20628 -0.483656 1.23449
2181 rgb/1311868239.111923.png 0.794042 -0.0345823 0.536505 0.283663 -2.16428 -0.43993 1.18205
2195 rgb/1311868239.579832.png 0.820068 -0.0288932 0.49956 0.277658 -2.12841 -0.392809 1.13637
2205 rgb/1311868239.912048.png 0.83969 -0.0390017 0.473566 0.262937 -2.1189 -0.359087 1.10698
2215 rgb/1311868240.247823.png 0.854424 -0.0474572 0.454264 0.247691 -2.12526 -0.316171 1.03021
2221 rgb/1311868240.447900.png 0.859789 -0.0633466 0.450944 0.231081 -2.14023 -0.286616 0.980552
2233 rgb/1311868240.879754.png 0.862521 -0.0689154 0.444993 0.230846 -2.16499 -0.237957 0.929451
2248 rgb/1311868241.379991.png 0.855585 -0.0770819 0.449002 0.245824 -2.10216 -0.296261 0.88983
2256 rgb/1311868241.679969.png 0.856159 -0.0612676 0.446713 0.252359 -2.06207 -0.349679 0.867815
2264 rgb/1311868241.947838.png 0.868879 -0.060343 0.43766 0.223296 -2.02276 -0.38313 0.833772
2275 rgb/1311868242.312146.png 0.889825 -0.0677487 0.408371 0.191978 -1.99779 -0.409509 0.769666
2285 rgb/1311868242.712253.png 0.910955 -0.0575766 0.369728 0.17363 -1.97533 -0.396707 0.731425
2304 rgb/1311868243.448204.png 0.908544 -0.0323957 0.385791 0.157049 -1.93632 -0.356887 0.668782
2312 rgb/1311868243.747912.png 0.925088 -0.0528245 0.353751 0.127602 -1.91906 -0.326035 0.60462
2321 rgb/1311868244.048067.png 0.936147 -0.0681533 0.324554 0.116831 -1.89917 -0.289607 0.538371
2329 rgb/1311868244.380022.png 0.948178 -0.068919 0.295132 0.0954236 -1.88637 -0.231126 0.484943
2339 rgb/1311868244.748285.png 0.946745 -0.0691284 0.299304 0.096506 -1.86626 -0.168634 0.437065
2348 rgb/1311868245.048320.png 0.938466 -0.0843185 0.31855 0.103426 -1.82644 -0.136667 0.412065
2363 rgb/1311868245.548216.png 0.950098 -0.0609105 0.293234 0.0872831 -1.75171 -0.100709 0.365135
2371 rgb/1311868245.816257.png 0.948993 -0.0606579 0.289855 0.108241 -1.71812 -0.0732798 0.326869
2379 rgb/1311868246.080289.png 0.954066 -0.0855349 0.269884 0.0980049 -1.68501 -0.0507028 0.276232
2392 rgb/1311868246.516170.png 0.955274 -0.10693 0.260646 0.0898956 -1.68541 -0.00396428 0.178382
2413 rgb/1311868247.216432.png 0.946049 -0.116084 0.284728 0.102203 -1.67234 0.0308436 0.0798201
2439 rgb/1311868248.080326.png 0.953193 -0.0995354 0.273429 0.0821695 -1.50769 -0.0735954 0.114101
2455 rgb/1311868248.616364.png 0.963657 -0.114162 0.233191 0.0628795 -1.38463 -0.135365 0.127254
2463 rgb/1311868248.880380.png 0.966361 -0.137744 0.21351 0.0398421 -1.32288 -0.176965 0.118655
2471 rgb/1311868249.148549.png 0.962398 -0.140544 0.229458 0.0372297 -1.25431 -0.211878 0.110388
2481 rgb/1311868249.480373.png 0.962815 -0.130156 0.234264 0.0341784 -1.21135 -0.248147 0.125047
2491 rgb/1311868249.816620.png 0.962661 -0.121057 0.240363 0.0292439 -1.17901 -0.297002 0.162575
2500 rgb/1311868250.116495.png 0.961 -0.105686 0.254497 0.0232556 -1.15182 -0.360218 0.209206
2512 rgb/1311868250.516364.png 0.96508 -0.0910491 0.24491 0.0187024 -1.13203 -0.426983 0.263579
2525 rgb/1311868250.948745.png 0.968844 -0.0737794 0.236103 0.0123832 -1.12619 -0.488976 0.290028
2553 rgb/1311868251.881180.png 0.970287 -0.0808926 0.22791 -0.00754982 -1.06596 -0.425866 0.184814
2565 rgb/1311868252.280693.png 0.972137 -0.0843896 0.215463 -0.0374687 -0.99475 -0.406881 0.0825045
2573 rgb/1311868252.550037.png 0.974178 -0.0941658 0.200106 -0.0454779 -0.942084 -0.371157 0.0137092
2582 rgb/1311868252.848740.png 0.979289 -0.107664 0.168961 -0.0292087 -0.746349 -0.310675 -0.0854225
2599 rgb/1311868253.416763.png 0.979589 -0.117411 0.162644 -0.0129469 -0.542972 -0.259624 -0.139561
2612 rgb/1311868253.848746.png 0.983228 -0.10987 0.145505 -0.00439997 -0.414043 -0.251431 -0.148371
2629 rgb/1311868254.416896.png 0.987443 -0.123683 0.0944314 -0.027215 -0.254661 -0.223838 -0.184949
2640 rgb/1311868254.784875.png 0.985778 -0.15089 0.0523973 -0.0522291 -0.141262 -0.201212 -0.2305
2652 rgb/1311868255.185128.png 0.985132 -0.160775 0.028195 -0.0535863 -0.0422152 -0.16994 -0.267146
2668 rgb/1311868255.716862.png 0.986075 -0.156483 0.0204184 -0.0524581 0.0456711 -0.152553 -0.281831
2685 rgb/1311868256.284837.png 0.984337 -0.16076 0.0080762 -0.0719213 0.175383 -0.198285 -0.250283
2699 rgb/1311868256.749056.png 0.988299 -0.132533 -0.00423668 -0.0753802 0.27722 -0.244344 -0.22363
2716 rgb/1311868257.317019.png 0.981286 -0.13669 -0.0515289 -0.125453 0.387855 -0.31759 -0.202319
2736 rgb/1311868257.985217.png 0.968714 -0.137254 -0.105169 -0.178028 0.491428 -0.42714 -0.183054
2750 rgb/1311868258.449148.png 0.955781 -0.165985 -0.135803 -0.201221 0.502808 -0.531405 -0.10088
2768 rgb/1311868259.048922.png 0.95609 -0.13792 -0.161425 -0.20202 0.517724 -0.661874 -0.00276784
