Idx RGB_file Qw Qx Qy Qz Tx Ty Tz
541 rgb/1311868183.168211.png 0.645414 -0.00622782 -0.663168 -0.37896 1.53718 -1.03104 1.6675
551 rgb/1311868183.500255.png 0.598606 -0.00169527 -0.696117 -0.396345 1.42869 -1.0822 1.69215
561 rgb/1311868183.836230.png 0.582266 -0.0342834 -0.709896 -0.394764 1.31993 -1.11192 1.71545
571 rgb/1311868184.169015.png 0.589718 -0.0205854 -0.709707 -0.384871 1.20489 -1.15184 1.71124
582 rgb/1311868184.536326.png 0.585826 -0.0137899 -0.717486 -0.376606 1.10467 -1.17388 1.73759
591 rgb/1311868184.836324.png 0.543167 -0.00467229 -0.751089 -0.375251 1.00706 -1.21336 1.76997
600 rgb/1311868185.136538.png 0.509288 0.010689 -0.770579 -0.383039 0.921066 -1.2535 1.80003
608 rgb/1311868185.401199.png 0.500718 0.013672 -0.783346 -0.368053 0.847135 -1.27435 1.81786
616 rgb/1311868185.668624.png 0.513215 0.0391662 -0.781257 -0.353148 0.791508 -1.28535 1.82497
620 rgb/1311868185.800441.png 0.520356 0.0389846 -0.783551 -0.337279 0.770679 -1.28696 1.83117
623 rgb/1311868185.900384.png 0.515348 0.0295793 -0.787127 -0.337598 0.756021 -1.28572 1.83623
626 rgb/1311868186.000413.png 0.505558 0.0278801 -0.790092 -0.345526 0.73432 -1.28946 1.83978
631 rgb/1311868186.168524.png -0.482951 -0.0268407 0.798184 0.359082 0.707171 -1.29507 1.85763
642 rgb/1311868186.537052.png -0.4137 -0.00590714 0.82402 0.387051 0.674117 -1.29706 1.92145
660 rgb/1311868187.136587.png -0.397077 0.0145848 0.824722 0.402432 0.752322 -1.32584 1.99735
670 rgb/1311868187.468568.png -0.410242 0.0159176 0.805202 0.4279 0.815265 -1.34488 2.04986
684 rgb/1311868187.936595.png -0.402191 0.019611 0.805398 0.434962 0.840376 -1.38744 2.1392
692 rgb/1311868188.200610.png -0.363068 0.0324063 0.817529 0.445846 0.820668 -1.40828 2.23413
702 rgb/1311868188.537539.png -0.331011 0.0372662 0.813305 0.47705 0.812223 -1.38509 2.34319
715 rgb/1311868188.968696.png -0.320521 0.0730802 0.805407 0.493198 0.905236 -1.39987 2.43323
728 rgb/1311868189.400547.png -0.336905 0.0761027 0.779565 0.522477 1.01964 -1.43199 2.49558
751 rgb/1311868190.168751.png -0.352135 0.0820498 0.765308 0.532514 1.05785 -1.50864 2.66667
813 rgb/1311868192.240525.png -0.376068 0.0739309 0.761356 0.52292 0.947104 -1.60537 2.85422
857 rgb/1311868193.710143.png -0.29225 0.0488203 0.808618 0.508275 0.750232 -1.61686 2.71062
909 rgb/1311868195.441781.png -0.295229 0.0357243 0.834731 0.463453 0.643054 -1.75192 2.73154
938 rgb/1311868196.410126.png -0.361199 0.0505989 0.791068 0.491107 0.719568 -1.7848 2.89826
961 rgb/1311868197.169013.png -0.386154 0.0735147 0.766783 0.507468 0.740624 -1.82535 3.03909
984 rgb/1311868197.937196.png -0.344074 0.0875989 0.75197 0.55541 0.700723 -1.90566 3.15926
1028 rgb/1311868199.405159.png -0.326168 0.0868982 0.74493 0.575449 0.524652 -1.91717 3.17227
