Idx RGB_file Qw Qx Qy Qz Tx Ty Tz
39 rgb/1311868165.663251.png 0.997777 -0.00148956 -0.0565485 -0.0352378 0.30158 0.0538277 -0.0871738
40 rgb/1311868165.699187.png 0.997885 0.000384237 -0.0542968 -0.0357337 0.306585 0.0553372 -0.0906321
41 rgb/1311868165.731234.png 0.997955 0.002162 -0.0522138 -0.036824 0.309727 0.0586835 -0.0965976
42 rgb/1311868165.763100.png 0.998082 0.00201883 -0.049769 -0.0367607 0.313839 0.0622682 -0.101283
43 rgb/1311868165.799107.png 0.998298 0.000294999 -0.0465201 -0.0351697 0.316211 0.064775 -0.105639
44 rgb/1311868165.831186.png 0.998439 -0.00154236 -0.0437873 -0.0346449 0.317168 0.0674941 -0.111195
45 rgb/1311868165.863220.png 0.998533 -0.00407928 -0.0406885 -0.0355088 0.318422 0.0697328 -0.117627
46 rgb/1311868165.899162.png 0.998654 -0.00574513 -0.0371137 -0.0357754 0.320029 0.0713179 -0.121314
47 rgb/1311868165.931154.png 0.998827 -0.005373 -0.0332864 -0.034757 0.320684 0.0734754 -0.124981
48 rgb/1311868165.963154.png 0.998989 -0.00418039 -0.0293129 -0.033843 0.319535 0.0776678 -0.132406
49 rgb/1311868165.999133.png 0.999104 -0.00454923 -0.0262883 -0.0328556 0.318717 0.0835864 -0.139664
50 rgb/1311868166.031204.png 0.99928 -0.00601687 -0.0228805 -0.0296766 0.318906 0.0881733 -0.145126
51 rgb/1311868166.063111.png 0.999445 -0.00836912 -0.0194537 -0.0257021 0.317341 0.0948555 -0.15253
52 rgb/1311868166.099206.png 0.999446 -0.0126689 -0.0173721 -0.0254266 0.315984 0.0991531 -0.157243
53 rgb/1311868166.131254.png 0.999421 -0.0150001 -0.0160494 -0.0260069 0.313775 0.102998 -0.162092
54 rgb/1311868166.163189.png 0.999379 -0.0168478 -0.01524 -0.0269628 0.313307 0.110475 -0.169525
55 rgb/1311868166.199211.png 0.999323 -0.02066 -0.0134398 -0.0273066 0.313779 0.116579 -0.176931
56 rgb/1311868166.231050.png 0.999304 -0.0239176 -0.0113972 -0.0262851 0.313935 0.122625 -0.182354
57 rgb/1311868166.263177.png 0.999282 -0.0272172 -0.00918577 -0.0247245 0.315727 0.130298 -0.188292
58 rgb/1311868166.299209.png 0.999261 -0.0314834 -0.0061411 -0.0211711 0.316501 0.137693 -0.193285
59 rgb/1311868166.331189.png 0.999145 -0.0363655 -0.00413016 -0.0192619 0.316804 0.144594 -0.1977
60 rgb/1311868166.363122.png 0.998955 -0.0410137 -0.0039292 -0.0198016 0.317353 0.15013 -0.201383
61 rgb/1311868166.399232.png 0.998784 -0.0444661 -0.0038267 -0.0209414 0.320029 0.154067 -0.2043
62 rgb/1311868166.431171.png 0.998683 -0.0461222 -0.00244121 -0.0223553 0.322984 0.15834 -0.210376
63 rgb/1311868166.463018.png 0.998593 -0.0475193 0.00016676 -0.0235418 0.327389 0.162269 -0.213632
64 rgb/1311868166.499195.png 0.998547 -0.0483944 0.00392139 -0.0233773 0.329686 0.16352 -0.216109
65 rgb/1311868166.531252.png 0.99853 -0.0485551 0.0056564 -0.0234107 0.33294 0.167196 -0.219749
66 rgb/1311868166.563132.png 0.998548 -0.0476869 0.00662063 -0.0241648 0.334803 0.170101 -0.222382
67 rgb/1311868166.599207.png 0.998626 -0.046278 0.00666743 -0.0236882 0.338713 0.174275 -0.228339
68 rgb/1311868166.631287.png 0.998662 -0.0456875 0.00607526 -0.0234678 0.342929 0.176136 -0.23195
69 rgb/1311868166.663284.png 0.998713 -0.0450921 0.00571568 -0.0224988 0.346719 0.177219 -0.234977
70 rgb/1311868166.699270.png 0.998781 -0.0443292 0.00527377 -0.0210746 0.352206 0.177498 -0.238056
71 rgb/1311868166.731105.png 0.998865 -0.0429846 0.00500353 -0.0199284 0.356039 0.178958 -0.239957
72 rgb/1311868166.763333.png 0.998945 -0.0414736 0.00341932 -0.0194202 0.363291 0.179646 -0.242576
73 rgb/1311868166.799225.png 0.999008 -0.0399847 0.00100147 -0.0195927 0.37179 0.180895 -0.244445
74 rgb/1311868166.831229.png 0.999061 -0.038324 -0.00162165 -0.0201395 0.380877 0.181942 -0.246597
75 rgb/1311868166.863222.png 0.999079 -0.0368822 -0.00436344 -0.021479 0.389407 0.183087 -0.249917
76 rgb/1311868166.899308.png 0.999061 -0.0355265 -0.00739531 -0.0236914 0.399368 0.183038 -0.251228
77 rgb/1311868166.931160.png 0.999054 -0.0335476 -0.00928688 -0.0260678 0.408828 0.183835 -0.253353
78 rgb/1311868166.963312.png 0.999022 -0.0316394 -0.0117013 -0.0285979 0.420217 0.184403 -0.254064
79 rgb/1311868166.999289.png 0.998958 -0.0297863 -0.0146353 -0.031342 0.431194 0.185821 -0.255814
80 rgb/1311868167.031127.png 0.998784 -0.0293866 -0.0188613 -0.0348131 0.442363 0.186511 -0.257523
81 rgb/1311868167.063209.png 0.998569 -0.0295192 -0.0235627 -0.0378615 0.454752 0.186271 -0.257407
82 rgb/1311868167.099303.png 0.998374 -0.029609 -0.027895 -0.0399486 0.467042 0.185767 -0.258128
83 rgb/1311868167.163230.png 0.997856 -0.0295666 -0.0369347 -0.0452269 0.491699 0.18399 -0.256661
84 rgb/1311868167.199258.png 0.997583 -0.02784 -0.0419811 -0.0478704 0.504163 0.18356 -0.255598
85 rgb/1311868167.231267.png 0.997236 -0.0260379 -0.04747 -0.0508863 0.515875 0.183395 -0.257241
86 rgb/1311868167.263251.png 0.996813 -0.0250132 -0.0528142 -0.0543006 0.528685 0.182612 -0.25843
87 rgb/1311868167.299141.png 0.996487 -0.0238555 -0.0564823 -0.0570406 0.540646 0.181281 -0.259752
88 rgb/1311868167.331145.png 0.996266 -0.0231316 -0.0585875 -0.0590405 0.550515 0.18166 -0.262371
89 rgb/1311868167.363275.png 0.996037 -0.0233017 -0.0603767 -0.0610158 0.55954 0.181646 -0.262152
90 rgb/1311868167.399226.png 0.995913 -0.0235245 -0.0616687 -0.0616563 0.567019 0.182318 -0.261864
91 rgb/1311868167.431237.png 0.995796 -0.0240428 -0.063851 -0.0611268 0.57457 0.183265 -0.260791
92 rgb/1311868167.463303.png 0.995655 -0.0241978 -0.0665464 -0.0604804 0.582054 0.183989 -0.261087
93 rgb/1311868167.499121.png 0.995424 -0.0244254 -0.0693349 -0.0610567 0.589353 0.18298 -0.259837
94 rgb/1311868167.531321.png 0.995214 -0.0233911 -0.0713679 -0.0625174 0.597647 0.182296 -0.261716
95 rgb/1311868167.563160.png 0.995149 -0.0227074 -0.0721782 -0.0628759 0.605036 0.182261 -0.261953
96 rgb/1311868167.599230.png 0.995127 -0.0225819 -0.0725788 -0.0628046 0.609559 0.182486 -0.26236
97 rgb/1311868167.631495.png 0.995036 -0.0228173 -0.0736914 -0.0628753 0.614224 0.181867 -0.260563
98 rgb/1311868167.663360.png 0.994914 -0.0229511 -0.0750961 -0.063088 0.619422 0.182066 -0.261269
99 rgb/1311868167.699226.png 0.994772 -0.0239793 -0.0764173 -0.0633654 0.624754 0.182397 -0.261356
100 rgb/1311868167.731241.png 0.994589 -0.0260229 -0.0775149 -0.0640896 0.629128 0.181977 -0.260738
101 rgb/1311868167.763281.png 0.994463 -0.0276435 -0.0781065 -0.0646435 0.633138 0.180922 -0.258124
102 rgb/1311868167.799224.png 0.994397 -0.0290024 -0.0787205 -0.0643147 0.637348 0.181221 -0.257183
103 rgb/1311868167.863098.png 0.994383 -0.0304726 -0.0781711 -0.0645327 0.644638 0.177723 -0.251273
104 rgb/1311868167.899376.png 0.994631 -0.0290633 -0.077732 -0.0618277 0.64773 0.176534 -0.247047
105 rgb/1311868167.931184.png 0.994814 -0.0267323 -0.0783825 -0.0590577 0.649936 0.175864 -0.24548
106 rgb/1311868167.999325.png 0.994958 -0.026063 -0.0800954 -0.0544435 0.657715 0.171839 -0.2434
107 rgb/1311868168.031266.png 0.995005 -0.0265247 -0.0806233 -0.0525443 0.66086 0.169455 -0.240528
108 rgb/1311868168.063183.png 0.995006 -0.0269479 -0.0808017 -0.0520494 0.663818 0.166695 -0.237437
109 rgb/1311868168.099296.png 0.99504 -0.0260058 -0.0806733 -0.0520691 0.666247 0.164186 -0.232847
110 rgb/1311868168.131162.png 0.995023 -0.0246584 -0.0806944 -0.0530025 0.667926 0.162201 -0.22883
111 rgb/1311868168.163282.png 0.994974 -0.0231109 -0.0809081 -0.0542865 0.669824 0.160556 -0.224751
112 rgb/1311868168.199247.png 0.994873 -0.0224011 -0.0811723 -0.0560078 0.670758 0.15864 -0.220644
113 rgb/1311868168.263256.png 0.994613 -0.0237871 -0.0816836 -0.0592229 0.672422 0.153846 -0.21227
114 rgb/1311868168.299606.png 0.994447 -0.0255393 -0.082722 -0.0598309 0.672047 0.15017 -0.20685
115 rgb/1311868168.331222.png 0.994225 -0.0275519 -0.0841339 -0.0606536 0.671163 0.146257 -0.201032
116 rgb/1311868168.363180.png 0.994002 -0.028856 -0.085682 -0.0615302 0.670219 0.140496 -0.192542
117 rgb/1311868168.399360.png 0.993855 -0.0275603 -0.0869228 -0.0627455 0.66929 0.133873 -0.186605
118 rgb/1311868168.431214.png 0.993652 -0.0250349 -0.0879419 -0.0655473 0.667813 0.127054 -0.180878
119 rgb/1311868168.463333.png 0.993584 -0.021461 -0.0884383 -0.067159 0.66782 0.1202 -0.175581
120 rgb/1311868168.499268.png 0.993636 -0.0172484 -0.0889469 -0.0669241 0.666612 0.114037 -0.168616
121 rgb/1311868168.563319.png 0.993635 -0.00987325 -0.0910018 -0.0656532 0.661055 0.111128 -0.164162
122 rgb/1311868168.599366.png 0.993548 -0.00991912 -0.0928131 -0.0644182 0.659519 0.107867 -0.157735
123 rgb/1311868168.663320.png 0.993289 -0.00834687 -0.0955191 -0.0646888 0.658698 0.0997276 -0.146001
124 rgb/1311868168.699557.png 0.993256 -0.00750078 -0.0956125 -0.0651521 0.660658 0.0968824 -0.141516
125 rgb/1311868168.763305.png 0.99328 -0.00731751 -0.096581 -0.0633539 0.660563 0.0940503 -0.13244
126 rgb/1311868168.799362.png 0.993079 -0.00858034 -0.0990212 -0.0625795 0.661385 0.0918293 -0.12598
127 rgb/1311868168.831176.png 0.992837 -0.00973831 -0.101758 -0.0618468 0.661652 0.0882846 -0.119306
128 rgb/1311868168.899300.png 0.992072 -0.00802061 -0.10679 -0.0657674 0.663713 0.0808042 -0.10881
129 rgb/1311868168.931215.png 0.991712 -0.0059063 -0.108773 -0.0681302 0.664966 0.0765179 -0.103213
130 rgb/1311868168.963348.png 0.991252 -0.00337421 -0.111421 -0.0706706 0.666094 0.0728202 -0.0977302
131 rgb/1311868168.999373.png 0.990657 -0.000999526 -0.115027 -0.073254 0.667776 0.068331 -0.0929738
132 rgb/1311868169.031214.png 0.990036 0.000819691 -0.119257 -0.0748697 0.670517 0.0626015 -0.0881548
133 rgb/1311868169.063354.png 0.989457 0.00274739 -0.123448 -0.0756891 0.672758 0.056858 -0.0825066
134 rgb/1311868169.099339.png 0.988817 0.00527323 -0.127652 -0.0769343 0.674502 0.0504813 -0.076404
135 rgb/1311868169.131247.png 0.988048 0.00829681 -0.132047 -0.0790962 0.676699 0.0455342 -0.0712186
136 rgb/1311868169.199452.png 0.985806 0.012929 -0.143887 -0.0855364 0.682407 0.0344252 -0.0577552
137 rgb/1311868169.231354.png 0.98449 0.0149889 -0.150517 -0.0888779 0.686075 0.0277432 -0.0512836
138 rgb/1311868169.263274.png 0.983196 0.0167759 -0.157019 -0.0915923 0.690319 0.0212609 -0.0448964
139 rgb/1311868169.299529.png 0.981857 0.018373 -0.162968 -0.0951967 0.692695 0.0142729 -0.0385526
140 rgb/1311868169.331297.png 0.980222 0.021343 -0.169467 -0.0999582 0.696921 0.00565346 -0.0309272
141 rgb/1311868169.363470.png 0.978509 0.0250052 -0.17567 -0.105052 0.701089 -0.00268819 -0.0238739
142 rgb/1311868169.399437.png 0.976645 0.028972 -0.182188 -0.110154 0.704307 -0.00977214 -0.0176631
143 rgb/1311868169.431440.png 0.974708 0.0317034 -0.18959 -0.113996 0.708351 -0.0183054 -0.0112002
144 rgb/1311868169.463229.png 0.972765 0.0343793 -0.196806 -0.117533 0.712877 -0.0271781 -0.00560145
145 rgb/1311868169.499263.png 0.970792 0.0367384 -0.203167 -0.122218 0.718826 -0.0366685 -0.000376496
146 rgb/1311868169.531434.png 0.969153 0.03946 -0.207662 -0.126742 0.724784 -0.0467804 0.00497957
147 rgb/1311868169.563501.png 0.967785 0.0429895 -0.210662 -0.131023 0.729939 -0.056562 0.0102582
148 rgb/1311868169.599378.png 0.966566 0.0476382 -0.21286 -0.134804 0.734046 -0.063502 0.0146063
149 rgb/1311868169.631327.png 0.965181 0.0514937 -0.216096 -0.138118 0.735507 -0.0673492 0.0176376
150 rgb/1311868169.663240.png 0.963314 0.0541424 -0.221983 -0.140783 0.739087 -0.072269 0.0212724
151 rgb/1311868169.699466.png 0.961321 0.0555772 -0.228842 -0.142849 0.745398 -0.0772175 0.0254767
152 rgb/1311868169.731279.png 0.959609 0.0567937 -0.234522 -0.144658 0.754848 -0.0829937 0.029299
153 rgb/1311868169.763417.png 0.958985 0.0573019 -0.236814 -0.144859 0.760937 -0.0896175 0.0343378
154 rgb/1311868169.799368.png 0.958722 0.0593198 -0.238118 -0.143643 0.764394 -0.0938133 0.0375924
155 rgb/1311868169.831415.png 0.958171 0.06065 -0.240059 -0.143534 0.768819 -0.0964119 0.0391451
156 rgb/1311868169.863396.png 0.957563 0.0605798 -0.242064 -0.14425 0.774085 -0.100345 0.0414823
157 rgb/1311868169.899390.png 0.957268 0.0605968 -0.243656 -0.143522 0.7787 -0.1047 0.0439064
158 rgb/1311868169.931272.png 0.957231 0.0598296 -0.244478 -0.14269 0.785523 -0.108151 0.0472416
159 rgb/1311868169.963415.png 0.957621 0.0594496 -0.244015 -0.141015 0.790473 -0.115207 0.0501521
160 rgb/1311868169.999399.png 0.958292 0.0613243 -0.243344 -0.13675 0.795277 -0.120156 0.0509382
161 rgb/1311868170.031274.png 0.958847 0.0625288 -0.243681 -0.131616 0.801449 -0.119722 0.0486415
162 rgb/1311868170.063469.png 0.958882 0.0614701 -0.245042 -0.129314 0.804273 -0.122421 0.0490058
163 rgb/1311868170.099394.png 0.958454 0.0620156 -0.247909 -0.126736 0.808451 -0.128919 0.0482868
164 rgb/1311868170.131345.png 0.957845 0.064638 -0.250861 -0.124195 0.818226 -0.130137 0.0461752
165 rgb/1311868170.163416.png 0.957559 0.0663593 -0.251859 -0.123469 0.826563 -0.131074 0.0446185
166 rgb/1311868170.199317.png 0.957785 0.0667184 -0.251954 -0.121312 0.832842 -0.131112 0.0431017
167 rgb/1311868170.231467.png 0.958219 0.0663308 -0.25214 -0.117658 0.83983 -0.130753 0.0402339
168 rgb/1311868170.263521.png 0.95845 0.0654874 -0.252412 -0.115646 0.845404 -0.127022 0.037173
169 rgb/1311868170.299432.png 0.958141 0.0644704 -0.252974 -0.117537 0.851547 -0.127304 0.0340966
170 rgb/1311868170.331325.png 0.957923 0.0651324 -0.252549 -0.119839 0.858315 -0.124029 0.0302511
171 rgb/1311868170.363400.png 0.957924 0.0652708 -0.251563 -0.121814 0.864056 -0.118772 0.0256215
172 rgb/1311868170.399421.png 0.957749 0.0646076 -0.250906 -0.12486 0.868595 -0.113735 0.021778
173 rgb/1311868170.431288.png 0.95728 0.0639014 -0.25124 -0.128102 0.871637 -0.110077 0.0158852
174 rgb/1311868170.463383.png 0.956492 0.0630428 -0.252844 -0.131225 0.87854 -0.105681 0.0112985
175 rgb/1311868170.499476.png 0.956094 0.0620373 -0.253504 -0.13331 0.885059 -0.102758 0.00768065
176 rgb/1311868170.531505.png 0.956021 0.0608896 -0.253895 -0.133624 0.890568 -0.0988407 0.00411778
177 rgb/1311868170.563345.png 0.955969 0.0598616 -0.254523 -0.133264 0.896558 -0.0980655 0.000292328
178 rgb/1311868170.599324.png 0.955759 0.0598121 -0.255046 -0.13379 0.903386 -0.0925315 -0.0038784
179 rgb/1311868170.631485.png 0.955645 0.0580129 -0.255324 -0.134861 0.910965 -0.0905606 -0.00598624
180 rgb/1311868170.663430.png 0.956136 0.0564716 -0.254314 -0.133945 0.917449 -0.0884095 -0.00898672
181 rgb/1311868170.699432.png 0.956695 0.054371 -0.253295 -0.132745 0.922463 -0.0841284 -0.012471
182 rgb/1311868170.731397.png 0.956776 0.0520155 -0.253779 -0.132176 0.926988 -0.081441 -0.0147306
183 rgb/1311868170.763453.png 0.956615 0.0490995 -0.255259 -0.131608 0.933306 -0.0802814 -0.0170575
184 rgb/1311868170.799446.png 0.956456 0.0473198 -0.256419 -0.131163 0.93919 -0.0814408 -0.019019
185 rgb/1311868170.831309.png 0.956301 0.04687 -0.256966 -0.131379 0.944231 -0.0801418 -0.020309
186 rgb/1311868170.863446.png 0.956058 0.0459498 -0.258041 -0.131369 0.95121 -0.0798879 -0.0226299
187 rgb/1311868170.899435.png 0.956079 0.0450654 -0.258394 -0.130829 0.958423 -0.0808837 -0.0229793
188 rgb/1311868170.931374.png 0.956161 0.046038 -0.257771 -0.131115 0.965059 -0.0802151 -0.024695
189 rgb/1311868170.963440.png 0.956128 0.0484665 -0.255914 -0.13409 0.971096 -0.0820779 -0.024272
190 rgb/1311868170.999483.png 0.956278 0.0524607 -0.25435 -0.134488 0.973115 -0.0773306 -0.0286712
191 rgb/1311868171.031493.png 0.955643 0.0526979 -0.25671 -0.13443 0.977291 -0.071283 -0.0301061
192 rgb/1311868171.063438.png 0.954536 0.0504202 -0.260433 -0.135994 0.983671 -0.0714536 -0.0301191
193 rgb/1311868171.099448.png 0.953676 0.0488646 -0.263589 -0.136513 0.990812 -0.0720795 -0.028984
194 rgb/1311868171.131477.png 0.953089 0.0478032 -0.265614 -0.137063 0.998462 -0.073273 -0.0289074
195 rgb/1311868171.163447.png 0.952762 0.047199 -0.266435 -0.137948 1.00476 -0.0729917 -0.0280343
196 rgb/1311868171.199444.png 0.952556 0.0472528 -0.266745 -0.138755 1.00879 -0.073032 -0.0266139
197 rgb/1311868171.231391.png 0.952096 0.0480589 -0.267676 -0.139836 1.01442 -0.070198 -0.0263701
198 rgb/1311868171.263404.png 0.951325 0.0476332 -0.269302 -0.142088 1.02048 -0.0689521 -0.0248304
199 rgb/1311868171.299368.png 0.950403 0.0477949 -0.271384 -0.14423 1.02599 -0.0679216 -0.0234455
200 rgb/1311868171.331406.png 0.949367 0.0474734 -0.274115 -0.145981 1.03295 -0.0660503 -0.021514
201 rgb/1311868171.363479.png 0.948082 0.0471642 -0.276778 -0.149368 1.03979 -0.0655331 -0.0191114
202 rgb/1311868171.399409.png 0.946669 0.047544 -0.279388 -0.153301 1.0482 -0.0651485 -0.0172504
203 rgb/1311868171.463459.png 0.944535 0.0475052 -0.284284 -0.157419 1.06447 -0.0637537 -0.0137803
204 rgb/1311868171.499514.png 0.943139 0.0461658 -0.287315 -0.16065 1.07174 -0.0640524 -0.0110757
205 rgb/1311868171.531471.png 0.941623 0.0456115 -0.290368 -0.164177 1.08318 -0.066811 -0.00873561
206 rgb/1311868171.563381.png 0.940795 0.0455214 -0.291742 -0.166493 1.09312 -0.0683431 -0.00612991
207 rgb/1311868171.599490.png 0.940189 0.0453422 -0.292712 -0.168257 1.10198 -0.0680504 -0.00347478
208 rgb/1311868171.631528.png 0.939582 0.0447496 -0.294004 -0.169546 1.10983 -0.0677459 -0.000976048
209 rgb/1311868171.663411.png 0.938548 0.0441589 -0.296134 -0.171709 1.11835 -0.065914 0.00195447
210 rgb/1311868171.699419.png 0.937235 0.0427274 -0.298674 -0.174811 1.12835 -0.0664548 0.0054255
211 rgb/1311868171.731499.png 0.936294 0.0414701 -0.300476 -0.177056 1.13803 -0.06672 0.00964057
212 rgb/1311868171.763455.png 0.935518 0.0405799 -0.301726 -0.179227 1.1466 -0.0663338 0.0139706
213 rgb/1311868171.799464.png 0.934725 0.0392731 -0.30284 -0.181758 1.15612 -0.0647884 0.0183885
214 rgb/1311868171.831419.png 0.934232 0.0372112 -0.303237 -0.184051 1.16619 -0.0647628 0.0237447
215 rgb/1311868171.899575.png 0.933606 0.0321809 -0.303723 -0.187342 1.18148 -0.0609666 0.0337012
216 rgb/1311868171.931516.png 0.932905 0.0292761 -0.30515 -0.188989 1.18805 -0.0616387 0.0394051
217 rgb/1311868171.999580.png 0.931768 0.0253812 -0.307166 -0.19187 1.20623 -0.0617228 0.0495636
218 rgb/1311868172.031533.png 0.931643 0.023749 -0.306886 -0.193131 1.21312 -0.0624799 0.0540425
219 rgb/1311868172.063426.png 0.931592 0.0217743 -0.307091 -0.193284 1.21802 -0.0623624 0.0577978
220 rgb/1311868172.099529.png 0.931133 0.018905 -0.308643 -0.193325 1.22611 -0.0613714 0.0616535
221 rgb/1311868172.131546.png 0.930787 0.0155324 -0.309869 -0.19333 1.23408 -0.0627025 0.0659815
222 rgb/1311868172.163558.png 0.930602 0.0125707 -0.310442 -0.193518 1.24184 -0.0627863 0.0699161
223 rgb/1311868172.199781.png 0.930543 0.00986386 -0.31046 -0.19393 1.24851 -0.0629675 0.0752995
224 rgb/1311868172.263475.png 0.930113 0.00682274 -0.309929 -0.196951 1.26101 -0.0620977 0.0825947
225 rgb/1311868172.299544.png 0.929994 0.00479726 -0.309519 -0.198211 1.26648 -0.061318 0.0861625
226 rgb/1311868172.363479.png 0.929081 -0.000883444 -0.309742 -0.202161 1.27727 -0.0594223 0.0949814
227 rgb/1311868172.399483.png 0.92885 -0.00393763 -0.30912 -0.204127 1.28275 -0.0602426 0.0999714
228 rgb/1311868172.463477.png 0.929352 -0.00908589 -0.30458 -0.208456 1.29192 -0.0594261 0.110169
229 rgb/1311868172.499467.png 0.929375 -0.0112578 -0.302387 -0.211424 1.29523 -0.0582292 0.115943
230 rgb/1311868172.563601.png 0.930089 -0.0162227 -0.299056 -0.212694 1.30394 -0.0555911 0.127406
231 rgb/1311868172.599590.png 0.930221 -0.019469 -0.297976 -0.213357 1.30746 -0.0548814 0.132954
232 rgb/1311868172.631587.png 0.930072 -0.0235454 -0.297215 -0.214654 1.31203 -0.0580788 0.141125
233 rgb/1311868172.663612.png 0.93041 -0.0274109 -0.295871 -0.214587 1.31683 -0.0587243 0.148737
234 rgb/1311868172.699619.png 0.930944 -0.0321421 -0.294057 -0.214107 1.32146 -0.0587091 0.156834
235 rgb/1311868172.763469.png 0.931714 -0.0433331 -0.290556 -0.213565 1.32948 -0.0587009 0.176555
236 rgb/1311868172.799623.png 0.931889 -0.0480901 -0.288352 -0.214769 1.33105 -0.0584413 0.186462
237 rgb/1311868172.863483.png 0.931691 -0.0554202 -0.285591 -0.217529 1.33257 -0.0581098 0.205709
238 rgb/1311868172.899539.png 0.931276 -0.0587185 -0.285295 -0.218825 1.33124 -0.0593307 0.215394
239 rgb/1311868172.931607.png 0.930549 -0.0614866 -0.286009 -0.220225 1.33241 -0.062141 0.224794
240 rgb/1311868172.963571.png 0.930128 -0.0634453 -0.286104 -0.221321 1.33188 -0.0643798 0.234896
241 rgb/1311868172.999602.png 0.929711 -0.0638213 -0.286015 -0.223073 1.33207 -0.0683666 0.243698
