Idx RGB_file Qw Qx Qy Qz Tx Ty Tz
31 rgb/1305031527.871464.png 0.994867 0.058521 0.0815127 0.0130926 -0.0944625 0.128306 -0.0789737
32 rgb/1305031527.907477.png 0.996522 0.0487376 0.0670345 0.00870132 -0.097277 0.124851 -0.0738194
33 rgb/1305031527.939566.png 0.997815 0.0438796 0.0493946 -0.000499349 -0.099695 0.116096 -0.0658252
34 rgb/1305031527.971502.png 0.998213 0.0489349 0.0310116 -0.0146402 -0.10538 0.122141 -0.0629466
35 rgb/1305031528.039560.png 0.997594 0.0512124 -0.00464729 -0.0465044 -0.125686 0.12035 -0.055625
36 rgb/1305031528.071546.png 0.995993 0.0592362 -0.0246174 -0.0623122 -0.128345 0.125358 -0.0546552
37 rgb/1305031528.107513.png 0.993896 0.0648312 -0.0418762 -0.0788267 -0.140747 0.127287 -0.0555672
38 rgb/1305031528.139513.png 0.990809 0.0718926 -0.0611606 -0.096892 -0.147426 0.133497 -0.0543225
39 rgb/1305031528.171523.png 0.987569 0.0759937 -0.0759791 -0.114719 -0.154231 0.135697 -0.0547746
40 rgb/1305031528.207527.png 0.984059 0.0818695 -0.0862527 -0.132236 -0.163687 0.133657 -0.0555464
41 rgb/1305031528.239493.png 0.980345 0.0928271 -0.0939166 -0.146585 -0.175481 0.140249 -0.0600697
42 rgb/1305031528.275450.png 0.976518 0.10019 -0.104154 -0.15977 -0.193716 0.146129 -0.0664443
43 rgb/1305031528.307665.png 0.970956 0.108694 -0.124052 -0.173325 -0.213699 0.149211 -0.0698574
44 rgb/1305031528.339593.png 0.96455 0.118028 -0.148576 -0.183409 -0.222656 0.154922 -0.0779559
45 rgb/1305031528.375435.png 0.95857 0.123194 -0.172762 -0.190056 -0.235284 0.159663 -0.0863744
46 rgb/1305031528.407459.png 0.950533 0.128584 -0.202846 -0.196996 -0.247737 0.163525 -0.0909276
47 rgb/1305031528.439469.png 0.941493 0.132976 -0.233652 -0.20326 -0.255735 0.170006 -0.0979013
48 rgb/1305031528.475342.png 0.931813 0.134293 -0.265678 -0.207619 -0.25431 0.174355 -0.106367
49 rgb/1305031528.539626.png 0.909385 0.136178 -0.330044 -0.213415 -0.260895 0.19049 -0.121321
50 rgb/1305031528.575449.png 0.897547 0.131164 -0.359745 -0.218607 -0.259679 0.197009 -0.124604
51 rgb/1305031528.607841.png 0.886426 0.1258 -0.385706 -0.222832 -0.262865 0.200436 -0.127209
52 rgb/1305031528.639487.png 0.876287 0.121028 -0.406628 -0.228317 -0.26532 0.205709 -0.130514
53 rgb/1305031528.707447.png 0.86274 0.100828 -0.429603 -0.24689 -0.270759 0.213283 -0.139897
54 rgb/1305031528.739609.png 0.857566 0.0920892 -0.436852 -0.255462 -0.273295 0.218684 -0.141385
55 rgb/1305031528.775443.png 0.854909 0.0822295 -0.439052 -0.263823 -0.276871 0.226461 -0.143438
56 rgb/1305031528.807559.png 0.853548 0.0700782 -0.438519 -0.272481 -0.281932 0.236682 -0.151466
57 rgb/1305031528.839572.png 0.850977 0.0576046 -0.43986 -0.281146 -0.288197 0.246038 -0.157778
58 rgb/1305031528.875433.png 0.848259 0.0442136 -0.441483 -0.289129 -0.292301 0.255416 -0.160881
59 rgb/1305031528.907519.png 0.846464 0.0280859 -0.440997 -0.297039 -0.299172 0.263968 -0.162631
60 rgb/1305031528.939602.png 0.846188 0.0078912 -0.438369 -0.302879 -0.312163 0.268384 -0.165562
61 rgb/1305031528.975465.png 0.847512 -0.00604028 -0.437412 -0.300596 -0.319378 0.280171 -0.17208
62 rgb/1305031529.007487.png 0.849718 -0.0194754 -0.433192 -0.299908 -0.322974 0.299219 -0.179293
63 rgb/1305031529.039494.png 0.853015 -0.0368005 -0.425625 -0.299758 -0.332723 0.312086 -0.183645
64 rgb/1305031529.075422.png 0.86036 -0.0548217 -0.413894 -0.292349 -0.344465 0.321764 -0.186486
65 rgb/1305031529.107523.png 0.870149 -0.0668131 -0.398436 -0.28218 -0.35518 0.336407 -0.196936
66 rgb/1305031529.139597.png 0.88078 -0.0806812 -0.382521 -0.267198 -0.366978 0.353694 -0.210055
67 rgb/1305031529.175411.png 0.890544 -0.0959521 -0.367607 -0.250182 -0.377493 0.372083 -0.221934
68 rgb/1305031529.207466.png 0.898251 -0.112769 -0.352201 -0.237451 -0.388671 0.39149 -0.234313
69 rgb/1305031529.239515.png 0.902913 -0.129199 -0.33792 -0.23209 -0.399854 0.407214 -0.243779
70 rgb/1305031529.275389.png 0.907449 -0.143985 -0.319955 -0.231158 -0.412895 0.423021 -0.254994
71 rgb/1305031529.307413.png 0.911182 -0.160613 -0.302211 -0.22939 -0.431291 0.431815 -0.263034
72 rgb/1305031529.339486.png 0.914576 -0.172132 -0.286079 -0.228213 -0.446678 0.451 -0.279131
73 rgb/1305031529.375399.png 0.91317 -0.190398 -0.27763 -0.229763 -0.474374 0.455377 -0.283359
74 rgb/1305031529.407513.png 0.912474 -0.191154 -0.277443 -0.232113 -0.491725 0.46607 -0.294919
75 rgb/1305031529.439502.png 0.912465 -0.19136 -0.275004 -0.234866 -0.508927 0.474918 -0.303672
76 rgb/1305031529.475403.png 0.914461 -0.187606 -0.269486 -0.236524 -0.526658 0.484373 -0.317374
77 rgb/1305031529.507485.png 0.914509 -0.18553 -0.267051 -0.240698 -0.544602 0.487301 -0.322911
78 rgb/1305031529.539489.png 0.918114 -0.175899 -0.260004 -0.241919 -0.560999 0.493585 -0.334653
79 rgb/1305031529.607479.png 0.925235 -0.167714 -0.243292 -0.237954 -0.594704 0.512828 -0.35912
80 rgb/1305031529.639746.png 0.928035 -0.16969 -0.236695 -0.232234 -0.610797 0.518964 -0.365781
81 rgb/1305031529.675618.png 0.931621 -0.172879 -0.228576 -0.223493 -0.62601 0.525204 -0.37218
82 rgb/1305031529.707557.png 0.933969 -0.179003 -0.222313 -0.215027 -0.641088 0.528985 -0.375334
83 rgb/1305031529.739568.png 0.936039 -0.182144 -0.216542 -0.209198 -0.652524 0.533738 -0.376223
84 rgb/1305031529.775501.png 0.938551 -0.186752 -0.206273 -0.204202 -0.665554 0.535527 -0.373624
85 rgb/1305031529.807516.png 0.941865 -0.188198 -0.194202 -0.199393 -0.682515 0.529405 -0.367524
86 rgb/1305031529.839505.png 0.948498 -0.176829 -0.17816 -0.193241 -0.700962 0.538293 -0.376148
87 rgb/1305031529.875495.png 0.952306 -0.178538 -0.167016 -0.182603 -0.72225 0.537743 -0.378022
88 rgb/1305031529.939498.png 0.959987 -0.171251 -0.156183 -0.157183 -0.764101 0.539874 -0.384735
89 rgb/1305031529.975501.png 0.96288 -0.169002 -0.151259 -0.146365 -0.782406 0.544588 -0.389319
90 rgb/1305031530.007409.png 0.965152 -0.172955 -0.143348 -0.134241 -0.805602 0.543632 -0.394221
91 rgb/1305031530.039454.png 0.966892 -0.176945 -0.139068 -0.1203 -0.827689 0.539864 -0.399566
92 rgb/1305031530.075443.png 0.968213 -0.179113 -0.136755 -0.108543 -0.846939 0.538767 -0.408624
93 rgb/1305031530.107445.png 0.968616 -0.185832 -0.133434 -0.0971873 -0.869488 0.528377 -0.412258
94 rgb/1305031530.139497.png 0.97002 -0.183697 -0.133637 -0.0863603 -0.887435 0.519992 -0.422302
95 rgb/1305031530.175410.png 0.971091 -0.180802 -0.133349 -0.0806991 -0.904034 0.51429 -0.433403
96 rgb/1305031530.207486.png 0.971698 -0.179413 -0.133245 -0.076555 -0.920804 0.500693 -0.440301
97 rgb/1305031530.239446.png 0.973671 -0.170465 -0.131165 -0.0755138 -0.937068 0.491137 -0.453602
98 rgb/1305031530.275407.png 0.975403 -0.162815 -0.126783 -0.0775113 -0.953756 0.483162 -0.468734
99 rgb/1305031530.307544.png 0.976932 -0.157223 -0.121877 -0.0776711 -0.969736 0.473832 -0.481523
100 rgb/1305031530.339724.png 0.978919 -0.149488 -0.115141 -0.0781953 -0.984812 0.470197 -0.498255
101 rgb/1305031530.375386.png 0.979867 -0.14863 -0.106737 -0.0798656 -1.00124 0.464539 -0.512494
102 rgb/1305031530.407465.png 0.980456 -0.150179 -0.0996302 -0.0789115 -1.01831 0.448688 -0.52171
103 rgb/1305031530.439553.png 0.981936 -0.144443 -0.0930489 -0.0792524 -1.03418 0.438927 -0.536002
104 rgb/1305031530.475439.png 0.983372 -0.139494 -0.0861021 -0.0781491 -1.05075 0.430707 -0.551392
105 rgb/1305031530.507461.png 0.984519 -0.135757 -0.0809402 -0.0757701 -1.05969 0.418039 -0.563118
106 rgb/1305031530.539532.png 0.986012 -0.130334 -0.0715578 -0.0753279 -1.06812 0.396877 -0.57186
107 rgb/1305031530.575433.png 0.98822 -0.119372 -0.0587424 -0.0756434 -1.07653 0.370354 -0.586874
108 rgb/1305031530.607559.png 0.991495 -0.0982199 -0.0415068 -0.0746198 -1.08572 0.366334 -0.607039
109 rgb/1305031530.639507.png 0.993803 -0.0813342 -0.0211262 -0.0727662 -1.09157 0.357522 -0.625892
110 rgb/1305031530.675401.png 0.995242 -0.066709 0.00584734 -0.0707812 -1.10629 0.342111 -0.649958
111 rgb/1305031530.739522.png 0.995996 -0.0238016 0.0620167 -0.0598323 -1.13184 0.3445 -0.695283
112 rgb/1305031530.775437.png 0.994372 -0.0108445 0.0922295 -0.0509936 -1.15353 0.342606 -0.710058
113 rgb/1305031530.807467.png 0.992218 0.00421413 0.117803 -0.0401238 -1.17453 0.359697 -0.729618
114 rgb/1305031530.839463.png 0.989782 0.00928315 0.139396 -0.0285604 -1.20172 0.375403 -0.743773
115 rgb/1305031530.875401.png 0.987864 0.0050539 0.154132 -0.0185135 -1.23162 0.374314 -0.749979
116 rgb/1305031530.939462.png 0.987065 0.0148122 0.159417 -0.00841885 -1.29696 0.385298 -0.749416
117 rgb/1305031530.975286.png 0.988606 0.0151467 0.149555 -0.00794258 -1.32558 0.398983 -0.745478
118 rgb/1305031531.039689.png 0.993074 0.00547225 0.117327 -0.00306569 -1.37926 0.421766 -0.735229
119 rgb/1305031531.075325.png 0.995122 -0.00436994 0.098555 -0.000176944 -1.40211 0.436608 -0.725727
120 rgb/1305031531.139581.png 0.997833 -0.0312018 0.057371 0.00801944 -1.44791 0.430874 -0.697542
121 rgb/1305031531.175355.png 0.998601 -0.0352279 0.037831 0.0111301 -1.47042 0.443113 -0.683954
122 rgb/1305031531.239619.png 0.998419 -0.0532557 0.000365625 0.0179989 -1.52256 0.452963 -0.651441
123 rgb/1305031531.275515.png 0.997771 -0.0590298 -0.0222606 0.02179 -1.53018 0.448563 -0.631402
124 rgb/1305031531.339595.png 0.997055 -0.0561185 -0.0455807 0.0256155 -1.56754 0.464699 -0.597994
125 rgb/1305031531.375434.png 0.996864 -0.0573324 -0.0479531 0.0260032 -1.58324 0.463845 -0.578563
126 rgb/1305031531.439644.png 0.997693 -0.0512031 -0.0338142 0.0290511 -1.62357 0.47463 -0.54888
127 rgb/1305031531.475324.png 0.997746 -0.0515576 -0.0247982 0.0350963 -1.64468 0.465163 -0.531708
128 rgb/1305031531.507602.png 0.998155 -0.0454233 -0.0156252 0.03714 -1.67076 0.471479 -0.520421
129 rgb/1305031531.539487.png 0.997924 -0.0475108 -0.0106333 0.042163 -1.69342 0.465224 -0.504764
130 rgb/1305031531.575392.png 0.997716 -0.0455172 -0.00703877 0.0494265 -1.71358 0.462484 -0.490049
131 rgb/1305031531.607419.png 0.99762 -0.0431495 -0.00204047 0.0537615 -1.73305 0.465503 -0.478316
132 rgb/1305031531.639521.png 0.997346 -0.0450558 0.0046977 0.05701 -1.7523 0.461226 -0.464711
133 rgb/1305031531.675444.png 0.997062 -0.0433233 0.0118499 0.0620619 -1.77524 0.454889 -0.453852
134 rgb/1305031531.707498.png 0.997157 -0.0398494 0.0166119 0.0617631 -1.79996 0.457852 -0.444962
135 rgb/1305031531.739657.png 0.997108 -0.041462 0.0196964 0.0605773 -1.81806 0.45146 -0.432057
136 rgb/1305031531.775442.png 0.997249 -0.0373327 0.0258514 0.0586001 -1.84057 0.449801 -0.423087
137 rgb/1305031531.839545.png 0.997334 -0.0299425 0.0351334 0.0565319 -1.89279 0.460176 -0.410327
138 rgb/1305031531.875426.png 0.996901 -0.0394317 0.0370639 0.0571021 -1.91305 0.464681 -0.401287
139 rgb/1305031531.907427.png 0.996233 -0.0503144 0.039566 0.0585093 -1.93002 0.461637 -0.392529
140 rgb/1305031531.939564.png 0.995419 -0.0583607 0.045042 0.0608828 -1.94658 0.466939 -0.385016
141 rgb/1305031531.975488.png 0.994104 -0.0694926 0.052 0.0650048 -1.96361 0.467036 -0.374009
142 rgb/1305031532.039675.png 0.990733 -0.0879831 0.0683302 0.0777101 -2.00116 0.481312 -0.357798
143 rgb/1305031532.075525.png 0.987927 -0.102165 0.0763039 0.0879899 -2.0179 0.488085 -0.346501
144 rgb/1305031532.107398.png 0.984012 -0.118126 0.0846825 0.102936 -2.03526 0.491673 -0.335119
145 rgb/1305031532.139520.png 0.979619 -0.130982 0.0916564 0.121619 -2.05133 0.494694 -0.321244
146 rgb/1305031532.175563.png 0.975309 -0.141472 0.0951386 0.140382 -2.06395 0.499677 -0.312728
147 rgb/1305031532.207465.png 0.969475 -0.15478 0.100727 0.161295 -2.07962 0.500506 -0.299052
148 rgb/1305031532.239966.png 0.964462 -0.16299 0.105684 0.179106 -2.09722 0.504476 -0.286973
149 rgb/1305031532.275514.png 0.959387 -0.171069 0.112822 0.193867 -2.11757 0.511241 -0.275359
150 rgb/1305031532.307481.png 0.953296 -0.181091 0.120326 0.209655 -2.13709 0.51263 -0.264056
151 rgb/1305031532.339777.png 0.947099 -0.192273 0.122254 0.226029 -2.15536 0.512062 -0.25212
152 rgb/1305031532.375496.png 0.941827 -0.202854 0.119286 0.239969 -2.17516 0.509416 -0.241178
153 rgb/1305031532.407448.png 0.9383 -0.208481 0.114069 0.251235 -2.1903 0.514365 -0.213398
154 rgb/1305031532.439533.png 0.941242 -0.196838 0.111622 0.250718 -2.20733 0.522774 -0.188188
155 rgb/1305031532.475428.png 0.946499 -0.177106 0.112793 0.245056 -2.22443 0.524155 -0.170399
156 rgb/1305031532.507415.png 0.948333 -0.163313 0.117117 0.245515 -2.24481 0.509008 -0.171659
157 rgb/1305031532.539458.png 0.950463 -0.147525 0.11808 0.246808 -2.26028 0.501695 -0.158633
158 rgb/1305031532.575435.png 0.952516 -0.132235 0.120357 0.246461 -2.27649 0.492444 -0.149634
159 rgb/1305031532.607434.png 0.952869 -0.124879 0.125062 0.246589 -2.29056 0.49227 -0.136641
160 rgb/1305031532.639592.png 0.951588 -0.120514 0.136621 0.247572 -2.30148 0.490842 -0.120611
161 rgb/1305031532.707308.png 0.940732 -0.128148 0.168567 0.264929 -2.32439 0.46468 -0.100449
162 rgb/1305031532.740052.png 0.934631 -0.138683 0.179057 0.274173 -2.33303 0.453897 -0.0883456
163 rgb/1305031532.775761.png 0.930877 -0.141929 0.186001 0.280587 -2.33687 0.452231 -0.0739238
164 rgb/1305031532.807429.png 0.929132 -0.13792 0.194124 0.28286 -2.33907 0.451694 -0.0581311
165 rgb/1305031532.839717.png 0.925375 -0.135855 0.207922 0.286347 -2.344 0.446366 -0.0458281
166 rgb/1305031532.875476.png 0.919714 -0.134262 0.223945 0.293173 -2.34582 0.439487 -0.0342165
167 rgb/1305031532.907577.png 0.912022 -0.135372 0.237102 0.306063 -2.34679 0.428734 -0.0241312
168 rgb/1305031532.939523.png 0.905931 -0.131222 0.244779 0.319618 -2.34512 0.422368 -0.0129258
169 rgb/1305031532.975424.png 0.900466 -0.122706 0.252966 0.331834 -2.34442 0.416923 -0.00124002
170 rgb/1305031533.007402.png 0.894647 -0.114099 0.26149 0.343819 -2.34248 0.41436 0.00986875
171 rgb/1305031533.039505.png 0.888189 -0.104411 0.272441 0.354961 -2.34189 0.40799 0.0203932
172 rgb/1305031533.075500.png 0.879806 -0.102497 0.285584 0.365894 -2.34682 0.399529 0.0264581
173 rgb/1305031533.107480.png 0.872318 -0.102665 0.294536 0.376526 -2.34268 0.400497 0.0328492
174 rgb/1305031533.139514.png 0.866935 -0.0937658 0.306435 0.381747 -2.34178 0.395717 0.0381711
175 rgb/1305031533.175459.png 0.862102 -0.0887747 0.31893 0.383647 -2.34789 0.38056 0.03776
176 rgb/1305031533.207507.png 0.856812 -0.0912706 0.328628 0.386715 -2.35205 0.370773 0.0374264
177 rgb/1305031533.239511.png 0.852868 -0.0872978 0.338948 0.387443 -2.3522 0.366938 0.0378511
178 rgb/1305031533.275405.png 0.848778 -0.0843226 0.348541 0.38857 -2.35832 0.347506 0.0308722
179 rgb/1305031533.307502.png 0.846621 -0.0786669 0.354304 0.389249 -2.36077 0.340871 0.0260665
180 rgb/1305031533.339522.png 0.843802 -0.0694391 0.363096 0.389023 -2.36389 0.330541 0.0188928
181 rgb/1305031533.375654.png 0.83997 -0.0617987 0.371948 0.390241 -2.37109 0.311841 0.00976204
182 rgb/1305031533.407483.png 0.836774 -0.0553673 0.377632 0.392605 -2.38009 0.288495 0.00345278
183 rgb/1305031533.439774.png 0.836666 -0.0449337 0.377715 0.394086 -2.38766 0.280147 -0.00192001
184 rgb/1305031533.475654.png 0.834684 -0.0336531 0.380178 0.397035 -2.39641 0.267951 -0.00758462
185 rgb/1305031533.507463.png 0.832511 -0.0247226 0.381342 0.401117 -2.40425 0.262813 -0.0137261
186 rgb/1305031533.539640.png 0.828285 -0.015735 0.384424 0.407329 -2.40694 0.25028 -0.0184128
187 rgb/1305031533.575643.png 0.824898 -0.00607946 0.38915 0.409964 -2.41477 0.241294 -0.0257528
188 rgb/1305031533.607639.png 0.81924 -0.000571116 0.398309 0.412549 -2.42167 0.237437 -0.0298759
189 rgb/1305031533.639561.png 0.811366 0.00196494 0.409973 0.41666 -2.4344 0.225374 -0.029987
190 rgb/1305031533.675446.png 0.805372 0.00414872 0.417514 0.420763 -2.44627 0.223712 -0.0289488
191 rgb/1305031533.707501.png 0.798631 0.00153518 0.424887 0.426213 -2.44666 0.222249 -0.0326617
192 rgb/1305031533.739555.png 0.789541 -0.00285764 0.438796 0.429042 -2.4505 0.211501 -0.0328178
193 rgb/1305031533.775530.png 0.779944 -0.0038063 0.455496 0.429183 -2.46901 0.202274 -0.0214983
194 rgb/1305031533.807707.png 0.77097 -0.010082 0.463544 0.436615 -2.47216 0.182875 -0.0136474
195 rgb/1305031533.839329.png 0.767332 -0.00803574 0.466606 0.439793 -2.48602 0.145107 0.000602607
196 rgb/1305031533.875471.png 0.77493 0.0063021 0.45533 0.438314 -2.50733 0.131843 0.0242123
197 rgb/1305031533.907441.png 0.788504 0.0185304 0.431811 0.437561 -2.50504 0.125064 0.038181
198 rgb/1305031533.939530.png 0.803583 0.0343512 0.407486 0.432472 -2.5183 0.112448 0.0501933
199 rgb/1305031533.975439.png 0.819204 0.0474312 0.378971 0.42783 -2.5171 0.108648 0.0628007
200 rgb/1305031534.007323.png 0.835641 0.0627846 0.352325 0.416691 -2.51 0.109002 0.0700407
201 rgb/1305031534.039458.png 0.848762 0.0814719 0.333721 0.401991 -2.51231 0.102496 0.0839478
202 rgb/1305031534.075484.png 0.857782 0.0980583 0.319461 0.390565 -2.51763 0.100119 0.0978564
203 rgb/1305031534.107442.png 0.866777 0.12183 0.301299 0.378254 -2.49938 0.115866 0.109465
204 rgb/1305031534.139529.png 0.87159 0.141932 0.302096 0.359062 -2.50582 0.113211 0.119929
205 rgb/1305031534.175381.png 0.872678 0.15439 0.306463 0.347388 -2.50853 0.109856 0.130217
206 rgb/1305031534.207436.png 0.873934 0.165514 0.306506 0.338969 -2.50674 0.0928808 0.133682
207 rgb/1305031534.239529.png 0.874793 0.177487 0.311699 0.3257 -2.53157 0.0881115 0.143016
208 rgb/1305031534.275475.png 0.87725 0.178471 0.307903 0.322147 -2.53472 0.0760536 0.149288
209 rgb/1305031534.307945.png 0.879687 0.183351 0.301148 0.319132 -2.52437 0.0731074 0.154513
210 rgb/1305031534.339859.png 0.880509 0.18772 0.300289 0.315109 -2.51301 0.0665891 0.158419
211 rgb/1305031534.375478.png 0.881216 0.193651 0.301483 0.308331 -2.50687 0.0588136 0.160365
212 rgb/1305031534.407595.png 0.880436 0.200218 0.306055 0.30179 -2.50151 0.0563708 0.162636
213 rgb/1305031534.439543.png 0.8785 0.20633 0.310726 0.298523 -2.49937 0.0391156 0.162188
214 rgb/1305031534.475605.png 0.877764 0.219272 0.312122 0.289884 -2.5061 0.0315491 0.163877
215 rgb/1305031534.507525.png 0.877978 0.226001 0.312431 0.283666 -2.51934 0.0320013 0.17045
216 rgb/1305031534.539582.png 0.879351 0.228109 0.306376 0.28433 -2.51425 0.0196019 0.172683
217 rgb/1305031534.575414.png 0.881023 0.236575 0.298845 0.280223 -2.50873 0.0153022 0.174193
218 rgb/1305031534.607494.png 0.882855 0.243301 0.293623 0.274151 -2.5156 0.0168687 0.179814
219 rgb/1305031534.639696.png 0.886214 0.245229 0.284662 0.271031 -2.51875 0.0165898 0.18494
220 rgb/1305031534.675511.png 0.890276 0.246122 0.273332 0.268558 -2.50836 0.0230011 0.188402
221 rgb/1305031534.707481.png 0.892417 0.246949 0.266847 0.267212 -2.50095 0.0218654 0.189913
222 rgb/1305031534.739665.png 0.894181 0.250035 0.261514 0.263695 -2.49524 0.0257822 0.192127
223 rgb/1305031534.775491.png 0.896961 0.249666 0.258163 0.257841 -2.48986 0.031718 0.195569
224 rgb/1305031534.807516.png 0.898334 0.249748 0.255368 0.255754 -2.4907 0.0245549 0.196953
225 rgb/1305031534.839569.png 0.900032 0.252688 0.24922 0.252948 -2.48711 0.0251259 0.198448
226 rgb/1305031534.875499.png 0.902374 0.255945 0.242979 0.247337 -2.48291 0.0181582 0.195257
227 rgb/1305031534.907458.png 0.905341 0.264047 0.236323 0.234073 -2.47157 0.0407565 0.197752
228 rgb/1305031534.939556.png 0.906391 0.261526 0.240571 0.228443 -2.46209 0.0435411 0.185057
229 rgb/1305031534.975464.png 0.903268 0.262354 0.254802 0.224402 -2.47159 0.0252629 0.179162
230 rgb/1305031535.007643.png 0.900608 0.26888 0.264147 0.21642 -2.49227 0.0191409 0.184994
231 rgb/1305031535.039655.png 0.901053 0.273406 0.263184 0.209974 -2.50918 0.0156086 0.187803
232 rgb/1305031535.075490.png 0.903976 0.273712 0.255683 0.206246 -2.51486 0.0244549 0.186144
233 rgb/1305031535.107796.png 0.904507 0.272055 0.25214 0.21043 -2.51629 0.0168915 0.181186
234 rgb/1305031535.139465.png 0.904105 0.273782 0.248964 0.213674 -2.52974 0.0156484 0.18272
235 rgb/1305031535.175406.png 0.906922 0.270576 0.240107 0.215943 -2.539 0.00734735 0.181447
236 rgb/1305031535.207514.png 0.910958 0.269432 0.22673 0.214842 -2.54493 0.010543 0.182142
237 rgb/1305031535.239511.png 0.915613 0.264346 0.213566 0.214859 -2.54682 0.0050442 0.178747
238 rgb/1305031535.275537.png 0.919222 0.262863 0.200947 0.213439 -2.54822 0.003252 0.177226
239 rgb/1305031535.307409.png 0.922884 0.261743 0.189708 0.209259 -2.54313 0.00971018 0.175241
240 rgb/1305031535.339468.png 0.925317 0.259454 0.183402 0.206972 -2.55132 0.00386073 0.177949
241 rgb/1305031535.375492.png 0.929111 0.258338 0.17198 0.201095 -2.5514 0.00557185 0.177996
242 rgb/1305031535.407712.png 0.932561 0.256239 0.163192 0.195044 -2.54933 0.00310412 0.177004
243 rgb/1305031535.439618.png 0.935425 0.254934 0.15654 0.188377 -2.55467 -0.0102363 0.173083
244 rgb/1305031535.475595.png 0.938091 0.256351 0.149876 0.178348 -2.55826 -0.0206403 0.169464
245 rgb/1305031535.507701.png 0.939865 0.261354 0.143204 0.166862 -2.56008 -0.0210326 0.168353
246 rgb/1305031535.539515.png 0.94135 0.265202 0.137785 0.156667 -2.55594 -0.0268561 0.163778
247 rgb/1305031535.575567.png 0.940856 0.275614 0.133665 0.144786 -2.54719 0.00797101 0.169176
248 rgb/1305031535.607524.png 0.942093 0.274297 0.133594 0.139196 -2.54331 0.0203901 0.171906
249 rgb/1305031535.639591.png 0.943026 0.270351 0.137104 0.13717 -2.5487 0.00791245 0.168279
250 rgb/1305031535.675500.png 0.943212 0.272099 0.136716 0.132754 -2.55405 0.0333646 0.171101
